symboling,normalized_losses,wheel_base,length,width,height,curb_weight,engine_size,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price
-0.6062224685652778,88.86407748850428,101.37703480508378,177.68732013212644,66.61279840360757,53.22946076766087,2532.8041144137756,133.2450942613428,3.3880037255479856,3.1570084861621637,12.718022569210323,87.1518481101835,4136.640219875568,31.73688066045728,36.45043892041823,10840.787450554486
-0.6500782632786909,64.3813936867717,100.77849797790834,171.99862670042066,66.48782274439684,56.34707220005954,2575.1908184553567,140.6271688537753,3.084410579042584,3.111410814562782,8.848407760936743,82.4510502967048,4723.499299286652,28.93294654470562,33.829044779351236,17478.498561980297
2.0594398809183616,145.06758278003966,92.74068950526102,149.4499489200753,62.47303054250612,50.682763035314174,1630.122535728654,59.048339827806785,3.3875523892437807,2.7891476881684065,7.1175361780182795,41.617378908253535,5230.396073427268,34.69544019312384,38.95369182354631,-492.97532949873494
2.468092222869471,137.0971781037283,97.67100924297822,177.91922019888676,67.9524684794138,53.457957913823606,2679.283354941064,109.8824677653454,3.226474061258375,3.7333660721590016,14.473959965421226,100.05635647662902,4468.966278233848,34.5260557690954,39.89391035813439,13586.934721693751
0.5389406656365958,119.72249747709745,102.5638764641887,180.71482072677523,66.59387188300552,53.44742903209658,2702.8441517675496,140.32389838505156,3.815008353645431,3.517208615680595,9.006175660861976,104.78704396989816,5021.662423427885,21.15983156034829,25.124002763763585,10858.38760265751
1.8536009348601432,201.87915369445648,95.4865249368194,157.268791967931,64.35506210042324,50.641400920801615,2147.7718322143264,148.72510474317556,3.148692370565894,3.2084379278516098,14.888002259778599,81.60278251384908,4428.014527280768,38.67899921931131,42.91351164438218,14341.796895499543
-0.0671063877829684,107.22022193761183,105.57768543767698,184.68976174238563,67.12364620819106,57.120552625129456,2680.2132322344523,117.83668554338948,3.314403608162734,3.025681044311205,8.523721032526899,76.74484297680203,5062.583317662513,23.975459209801517,26.674045910342993,11177.4320779161
0.5764981344657567,88.8657443251814,96.61371034050654,167.46158500395117,64.45088628443406,54.52622782076824,2158.69317773973,115.20520555170918,2.9239160719599284,3.870164166377025,11.616912025510702,56.03906948787163,4952.0837817334095,37.72693677620014,41.13994718125052,7566.919230611553
1.3630673570374237,110.11068173989722,94.21650410117799,165.02562877968344,63.635534255417284,52.72222932856023,1813.4238182698862,94.03162891710757,3.1208816241243156,3.4013793442155165,6.685029509823616,53.187109287014046,5169.371112119639,29.390634014191416,33.5161592045211,1000.1805760712487
0.4075955021322253,117.87372177604163,97.08312864092012,182.7016082949646,68.40560108429388,51.454372958865505,2687.9075454053063,144.38328230890218,3.2974351161314206,3.151371025552693,6.524306673662112,132.97319920880815,5978.758098187906,17.738224607108258,22.704348889782505,15329.19727998408
0.08008397043456394,78.5785552259744,91.78123425793305,148.03205867423412,61.40340397598125,52.66795033362606,1251.1549584354111,90.87121655561855,2.8472222686822515,3.064968055572474,8.508427227998101,30.43219195551518,4996.256898611353,38.112582989584915,42.99212525108723,5067.137538305468
1.0831483095215058,122.16237250459459,99.38767791262701,167.5768003564753,65.45986189048077,54.46629021625034,2407.997852660934,97.97122894228816,3.219798747954333,3.0911844462677003,8.185271016859403,85.44419579141386,5415.939897432365,22.43830795849918,25.898809572837767,10885.635667964878
-0.7333839118083406,162.16731349787165,104.02442061859117,182.19403088312308,67.629207209764,53.38910199365721,2847.324253515636,121.05432964907874,3.5503300108150277,3.247745959357369,8.21106353874565,120.2438375172122,5100.771797515201,16.932039590999263,24.721932925706035,10558.755597167843
1.1833712348298313,97.78011645246966,101.33875610566939,171.1892884939511,64.11917271116783,52.938316997320385,2101.822817190039,107.8446359373565,3.3614510799192914,3.3601961657312946,7.5318804216106265,52.70427737072231,5202.331813982047,32.07105006755712,35.79413702989358,8638.394759908937
1.7364789603186903,119.97036587709923,92.7083171927174,175.63887957883836,64.35473757893836,52.037224378593415,2420.8922364716645,139.56444347181585,3.4566089251134704,2.9675867797518336,7.54715794556083,115.39862539821819,5158.821073020943,27.56348348860238,31.884631582801028,9827.59710080968
0.3045889353592086,123.2624133512347,96.09160824014234,170.83216623498902,64.90259510595207,53.51205091761394,2533.7972003839823,103.35891385680034,3.27073525869322,2.8427769439335413,9.77552841555951,100.22628857355652,4976.504862930771,27.58872400726257,31.46119761338216,12093.16770603081
-0.5557598781031566,147.11024942617794,104.3243733551346,191.4774027607,68.29244058163512,56.19551911216264,2992.050237601156,179.54364192173432,3.363324569119503,2.9916498576095156,7.762374672706492,164.9481424665091,5353.843512850628,14.22873408680385,19.52335678142085,26799.407503436487
-1.2653941177617298,57.40385408932036,109.15999803223963,197.68929135895377,67.94906210783877,60.33394163917595,3050.875913333971,122.15397477836433,3.4398676967489887,2.835112778645946,14.799207288803643,80.74502346772331,4162.678344228819,28.883281674165264,32.69863924738333,19477.757211507553
0.7929198618995352,127.2553223373225,92.48445222263261,166.2288226956823,63.85229925746739,51.72285825557549,1882.0451032526485,86.00245823325105,3.1759593128456243,3.315139639372122,7.691151244088076,64.28626591008234,5492.193376569924,29.568133843868978,35.68735763695219,3035.978853694818
3.0,158.76867028426,99.12175918044574,178.46650342178168,68.34754208601528,54.884449679105565,3028.3711296720035,186.9467994518016,3.3816494672137916,2.7795336805990116,8.849802422926917,158.84211482230256,5730.808598086725,14.454347863711787,18.505135907976566,34027.98356976122
0.978982142950346,137.71471580715186,103.87846025025651,179.8065641517421,67.3539997198636,55.29027914759983,3054.90567996599,153.33515705999187,3.7134825559686653,3.200956361483806,10.353838585223759,144.11745963627834,4846.479044989102,17.31838631154774,23.817514697471413,18084.477501916106
0.8131419117233412,116.82191317295528,105.46523619660172,194.98490207575915,69.0719748931368,54.163906612352605,3314.1297911345673,152.34983594989322,3.5887716141138357,2.705465601227038,7.30102142839172,144.28235517293749,5082.74118662881,12.541791229458667,16.80840621123511,30273.116909300014
0.39664184230420485,168.61731541392385,99.2801381247868,163.8244380461249,65.6502767553312,52.95231717032636,2900.2873435463544,127.84297552261538,3.308815160124939,3.7125846276941026,23.432492613164378,79.80695987926961,4327.3045490394425,35.4955851264418,38.1380662782033,14128.149683173851
1.2966321590504863,87.0344548387463,94.53034757760055,173.74345764965204,65.53375112751421,52.787855766882636,2716.54244466233,148.99327437821805,3.4375182954275267,2.8574928682531198,8.85347320461351,130.78797013618075,4895.213029507897,22.134962056294192,29.193499780848132,14955.583888946301
3.0,145.77109412314326,87.39417904409291,150.6278664158065,62.687979603137926,50.68761740511392,1677.528853958037,63.40744293088438,2.8771040655772833,3.3446091613179902,8.325447321888287,81.24482360908091,5723.7183812338835,28.080236821885048,33.6716413160116,3454.3826006513373
1.11693066523367,138.3512510200828,105.47410963029644,191.80945985800943,69.67028267907206,50.908193338068976,3799.336800320337,211.79356158193093,3.7725125745376924,3.166696166388366,7.932962751170681,205.774359658761,5458.715270422634,6.243882619149993,11.629984148443889,27461.926906168304
1.9268116762935925,184.11652616290874,108.0618444313287,197.56339382489875,68.57428641104708,55.31934818378848,3474.0804344642406,200.67902854716613,3.9161060977012303,3.4887049016973175,9.118604184674986,178.33525028166613,5011.166808487654,12.21680836782237,17.780561817100057,25161.301334598233
-0.3780102160898736,69.74068976155851,101.53940776100032,169.8256606011271,65.60504637504884,58.826455620324595,2443.7036002664145,113.11423676192445,3.347529881207624,3.132122622682152,11.71614967267504,71.86973534232126,4623.110819193923,32.306555240865734,37.61718319796951,11580.537308965131
1.1289260026750707,125.28761948431261,93.39803328248335,162.42366293714198,65.16491193183694,53.68764918518,2453.4364824268337,114.43433585582584,3.2097757455621996,2.960006283308006,9.74491098971505,132.11344840802107,5050.692753043633,29.065835066651648,34.21888712416135,10454.967132500551
1.9713399159487892,120.23914866194077,89.93119369480937,167.05776591867073,65.24490760127959,53.482060131046204,2059.427132167353,68.50753365390845,3.425003301739367,2.5314427760624514,6.258577637485525,96.5839752517611,6706.122117605357,20.964142162254397,26.403916150062944,6833.545418919497
0.8886760715534701,100.84786808080212,93.3189684693541,160.03117961143718,62.92087266005745,52.65577859187054,2008.1836354237732,106.77767969495952,3.472305840492335,3.33593761672435,12.771216662543193,57.09488202023552,4672.12449351984,32.710510419746555,37.861254924845746,4940.973522525173
-1.0299881015490273,147.58543634500012,104.63290738220107,174.21884335127513,65.42068066168595,53.88931485016856,2268.697534393258,114.45246672945413,2.746430087374299,3.5308694482884917,9.039713818718557,79.9267091571157,5675.215955104551,26.46288760804092,29.98656121348572,19655.59777775056
-0.3165441482616077,117.31689470798769,97.4032468793959,169.05540116235562,64.40908675274652,50.89227694284221,2369.0229223538813,111.51706830359205,2.8572823889142382,2.9860894903061403,7.127362756042678,72.13741597079922,5259.604076846696,24.97204075496062,30.250350280097685,7672.855370884754
-2.0,63.35404672133118,101.8042154352556,187.24999819975716,66.91846305176168,57.256473658904305,2524.0705365361455,104.5281276624385,3.4174844016875237,3.143533382135406,8.039274283681277,81.26806292099543,5116.748878633654,22.030771293236974,27.93867544718914,15214.880912182962
-0.2706876584255874,68.48822343686206,110.7436076830112,199.77556366688555,69.84136652880183,55.77271850922582,3465.781876277481,213.15933138608375,4.149513182737368,3.886721378952811,8.769042811812891,158.53189083941126,4745.828162595217,14.953621435059764,17.74230153549039,25179.528821979722
0.47386901282539107,91.79934515718188,97.02821927747435,161.38282183487104,63.68761679588075,52.89693904007585,2255.278631359324,119.42162615695267,3.135470183223086,3.648462220122889,16.806049779068992,66.63273442304694,4532.281395866546,38.95756657889694,43.075869717732,8057.704857495074
3.0,157.64579132400516,89.42268189242866,157.62199508778133,64.3819230045136,53.070774980934125,1860.2052954258745,63.33503127139737,2.7960395536469793,2.7021507764761266,9.803562973033452,72.20107699827295,5552.837752858595,26.985439735339305,34.352711547695705,4047.538905072328
-0.08878191247288658,125.82242026163853,102.64184447747019,177.66139819229528,66.94610662562471,54.2622323214849,2584.886558404971,147.9486848365705,3.288415004963793,3.543534195256255,9.459365734299523,110.79667837943147,5134.2417489592235,28.03744340309534,32.24882674159451,13180.77966382546
0.25922661214463094,152.08068279576756,105.77729278109732,190.3151741555922,70.70673844357812,54.16833888569722,3072.9585751840677,155.60457128390442,3.681920427210589,2.972273666219177,8.851799394014744,149.86134556597952,5208.275163751122,17.797641488828315,23.414563628708237,20819.595706177493
-1.2945442856337435,69.5165782602138,102.45812397862349,175.65943189246298,67.00826285241426,54.54967107576727,2572.5488163193213,105.78281454290875,3.2653065853246668,3.0781246667328013,10.151295759284022,74.41916283183251,4759.5225627976615,25.679157449817584,31.55564663720868,6445.794394447098
1.6404790790773003,146.15814468044078,97.4749293136518,160.38530416855153,64.09273091492682,52.13502464402454,2262.0504355973167,142.28162476263813,3.3228967260206903,3.5104364654934814,9.80046529418196,84.25252497973236,5288.564918371522,30.973645015197572,33.76635437539677,11362.210323889922
0.33405087300649505,94.35123164943083,95.48137995696234,170.09258324614567,64.35817587928283,53.49048916010952,2459.45135937771,112.49548079593472,3.146830849786848,3.1763840242008756,11.10976202494916,76.08957280736388,4974.465856882945,27.62683386151375,34.958643142903775,6369.222556722155
2.10983106223604,109.17918829361955,92.88072962236012,157.10008455815083,63.07246638755418,56.38765228349266,2157.2259686330144,90.1493960732189,3.162051172944368,2.9132989105523945,11.464948487433286,51.02104113869609,5113.5499465428,32.34733048377132,36.825219296730275,5341.9423519323645
3.0,159.58000198353943,93.50086408397569,167.8527818823636,65.77432800492225,51.33393248081494,2082.9641370980835,82.71913544803141,3.3283294896727833,3.097777615504374,13.210452071473878,89.63807755252017,5029.716510211634,28.06914159691027,34.923543680772305,5980.96512484289
0.6588565915442741,83.6439951819748,93.97596864788208,155.6840105403545,65.62589987078583,49.90840919276759,1889.6858643418832,93.52194801105946,3.249194035932377,3.4265487737413864,21.98578332279571,57.32152020855339,4029.572432572141,41.54995283525449,45.729671089672685,19319.24913484006
1.4210600986899014,90.98103593145319,89.62119973988158,160.40287681360854,66.59668732395764,50.63092580182191,2266.8634784779088,110.03438266634798,3.3387562698444837,2.8977352185565395,7.103586604642206,110.91655276168008,5589.352228445698,22.33644670146269,27.54661620002929,8702.609722238733
0.9641349778357622,116.11987301890144,93.75843741441426,166.6537905388578,64.72210746642018,51.42642207290506,2310.9172867550183,121.82232300966106,3.1994779543079326,3.664199211773582,10.99798777302578,107.1402003357956,5617.040910752445,25.698208529599018,30.400307799335575,14604.368374437758
0.8986278701367638,133.0600127495733,96.8659248928678,176.90796351757524,64.452570634047,53.32714381885232,2429.5265332016365,104.09314956933935,3.128530189345261,3.3870118854583517,9.31150813338789,84.57628852405692,5077.778141099951,22.95551708279222,30.347961145587313,8054.864167006079
0.03207292973839326,90.51483230082698,106.2811825589984,180.53496373351157,65.8091573328902,57.92895443875237,2388.8447576144276,97.42021541379131,3.111902605002287,3.11024525483512,11.569268844798849,44.00900280807976,5220.31339150713,27.398189906479335,30.576189496666455,6846.916506088279
2.4092724317556353,131.71520660265992,95.5162246386572,167.29226026716174,65.64033315002888,49.672357606978125,2673.611043060808,145.39818461203583,3.175103348409706,3.940150051128447,8.609536650574764,113.037988182362,5061.849254379433,24.082641832278657,27.51991807734846,11419.835022842643
0.7032658139430108,91.06864954238333,97.76895960731476,161.69591302706928,66.3752030207003,52.41761749609018,2551.957593033251,127.72447994581597,3.4806653019187705,3.0686640260136637,14.17267391511848,106.59943958367423,4859.268166670008,33.4856085955266,38.98315505176626,16553.61456974008
-0.13694515678932007,106.16822924879912,106.90983393277742,191.25020267836132,67.38875158478167,60.67111611200373,3061.06945404154,131.44634177998887,3.5762451408349505,2.6327095046813787,8.42153572215638,107.02493523694125,5087.204516351758,22.239031877855343,26.659887038793546,15379.280030955375
0.37841727245321,98.05368554744805,97.12138414828956,168.27659025154873,65.03066482528628,57.959399263467176,1910.7574462613427,73.71246466403053,3.004795303869357,3.216321254362891,11.39141561552195,45.945447042928365,4587.487310971419,32.83491651516687,38.960176503084455,6101.15828943119
0.6762926769571154,128.3412284027793,98.16342738070195,170.12248676945984,66.68032465274312,53.93536501659762,2680.390301121667,125.70533780513382,3.2200591206486258,3.473264209550563,9.134478550941427,101.80777146602412,5443.3427400143855,21.534957978571686,27.103298059086896,13190.321607842623
0.5554846005752188,158.59079977706907,96.81091494018861,172.84937977886455,66.83936875429006,48.41535721749371,2838.1666560367585,163.39808427987012,3.4165549841585294,3.8742786401620344,14.748542070878809,128.30718375382276,4479.698789287142,27.31282803359108,31.679096449496697,15535.092651474037
0.5844764878595061,147.60437418884186,102.5730544587328,180.5597507321816,65.78465714782773,53.29587442765245,2911.055713487222,146.26254776948906,3.4522770518697308,3.466671048027659,10.427594242944945,111.6325665233468,5038.654492210372,20.043123583199105,25.03370113744989,13460.2822741681
1.6636289446577086,120.14335795470609,88.7459376305089,160.1877186066273,63.81564530003089,51.96871507984363,2316.971537958344,132.16097306777098,3.660657565288514,2.845940157662266,7.129090619877466,134.68243080701623,5706.2021699095,21.29386907529504,29.141541191317,14090.276006278871
3.0,212.71070777652778,93.7640864682081,166.3643334046006,66.1904894219015,50.624097322255864,2573.487061679383,119.28159282894822,3.1584098891710064,3.2646705128456674,8.481005511027435,120.20647677887021,5425.939074262004,23.138325591985936,30.649925022352555,12208.225760501668
2.863086423786269,135.19602709157715,89.06790665985972,159.06304909642074,64.99173674919697,50.83198738468621,2283.6171361046904,95.983741817209,3.158643470470027,3.735085890882684,11.6958518924564,98.3338199713597,5388.594589726898,28.46827719200058,32.200136533086294,17039.419940999192
3.0,176.57599791826118,93.089860243774,162.49194391782683,64.61670583760042,51.371717563188525,2314.1084314717696,132.79015787923962,3.169689296132107,3.7544484088983823,8.985379405302613,102.22583157708513,5358.971976800117,25.3365132517591,34.403907480424195,10006.736229451331
-1.2074824101083088,118.28492776765154,108.87029961195778,195.39978363051543,69.58818484569456,54.12608800957377,3196.3037962351473,256.50948779460583,3.729899672658498,3.6337770665635927,7.26206044256084,201.99656606589204,5372.687916341139,18.212120940917657,23.42892443153547,34400.773901463435
-1.2987848617355953,67.86560256182156,107.55398134586012,186.56977688145153,69.68951504850797,54.44799667852479,2855.802025386034,164.44539805954176,3.4825432706964317,3.4375579733535657,9.763844250748608,103.63011665363159,5133.6401226040725,20.58393099156839,25.974133234446732,20582.622594975794
1.039217163628229,163.10199851266034,103.51084544643906,184.1148476109581,66.3256132858105,52.88079696994457,2762.7388957786975,168.93193555944595,3.681896098206103,3.5696209334587454,14.833821868421285,122.79742184084373,4694.100075479448,22.47012785642476,28.847997412609992,19213.103342563438
1.3968617872092208,101.5835101926097,95.49302429768044,161.79693069314507,65.2541295033123,52.40795394983593,2365.384355201186,99.85849839691869,3.213537220677251,3.1931395059264833,11.014619708333523,79.25728338260578,5144.22639344781,30.269985455174726,35.84844147974085,8011.18634594378
0.26987700783102664,158.28376681662095,97.51214176912588,175.9606699497221,64.05856327398143,52.77746493079341,2538.2702783119057,156.90772534185828,3.1250530141995987,3.100623940341353,5.747115924984916,111.2618892828716,5647.748669761562,25.31448180180405,30.999260785751755,13601.906138021921
2.773076538999481,148.66967806740234,89.05457277969882,160.83934870408436,62.784194205386534,51.396638139998345,1835.313875604556,55.516504435358,3.158076056415597,2.481448903610751,8.745482160661354,49.95483552006219,5650.927117984133,30.38921503618429,37.022934056720665,5450.435212095546
-0.29673157901542957,110.53806588599016,105.36895342778041,178.5334329474029,65.8363275017634,57.64573526065199,2468.773414202162,99.43390364095617,3.157416722150213,2.8025082252925744,8.229884772140068,72.7819785791325,4593.587354288378,26.07881352847283,30.68373610199886,9856.03244698683
1.642779824142318,107.22281548899046,94.19228722832833,162.53166108690272,64.87810679602649,51.98932999905335,2027.1097405194591,99.58504378655385,3.345603136230117,3.377304505506093,14.40278151667374,55.72450733245742,4581.218905266996,33.7114501916088,39.36271497031972,6605.76602724306
0.731559160577345,127.56929024054413,103.05910616168084,179.0246966968978,66.51963858210812,53.346019684636815,2430.8585784901074,110.19596391637411,3.387310284700805,3.5552738061591125,8.58227379101792,94.60824694250503,5269.123680578015,22.850499937265628,29.075162324905083,19427.154512821933
1.1839908559782817,119.71146009723002,99.083730830405,177.41983430998846,67.85226432834476,54.165489473779324,2994.417051263589,164.27155106859067,3.441667482282302,3.3386453398313822,14.047287578758882,156.07330058202444,5213.044479665853,25.32792976243192,31.185726021813522,21978.664807494344
1.8535021114744819,133.2986694145393,87.5592962871302,141.81110327858696,61.12713885866286,51.79858500670335,1013.6170531708028,26.61750175759751,2.6638058728819036,3.364473144257174,8.192607868082678,37.012073648011594,6545.829978880279,38.68391853707164,43.802909776996366,-3331.7144174698715
1.0102076821697477,100.34557805652179,99.47617488742017,169.48207480240518,64.76500799967238,58.040062353913676,2271.4135632759417,97.64145396451846,3.2534997627834126,3.1617145721351214,8.462112915902805,61.00764934219295,4861.477161069821,26.833276471266853,32.26849717537346,7947.437857307002
2.518365844137737,121.0961444444038,95.55224793701015,168.50669810278927,64.03615785070865,50.110040623114365,2151.2194165020283,100.69021739844467,3.467441327946971,3.5897552564481825,9.435884262794737,83.94511835545173,4833.700969954691,27.12430958823633,36.2429945483531,4420.884391721791
0.3240551418227984,101.56444567115324,94.87770336643092,160.75926471782967,62.523752406407695,56.78113847231741,1662.4073653507185,71.22508100796077,3.1392347936156475,3.0224027726183422,10.18528568282901,42.028085009191926,4486.795434713539,36.42288738505742,43.42981772481899,3863.1993082485897
1.139436961221893,189.40939359679024,94.05567226610174,165.06128378673392,62.87483573915821,54.32764153397557,1822.1225828625006,69.41729279823808,2.960760291521229,3.4454508801002155,8.163432700787823,46.90227992373659,5645.401173770985,28.345609111300128,33.61649498712308,494.8938694030476
-0.4567009433692889,86.34804355461934,96.29172626931957,179.04186782926612,65.78499934785377,57.1627076549743,2675.053259897141,144.99077077699192,3.284364210443085,2.789777127927416,9.413177609823869,126.37914970598463,5178.542604417042,24.23360483403974,30.155001758458,14750.42377520692
0.70154150343037,108.28593964946907,98.27443228436232,170.8397468775604,65.47218268792994,54.485212663633604,2443.018708435899,99.19248842255479,3.135205930553543,3.71790174321269,10.580763943015029,125.72046751178812,5542.687225186492,23.41458191411072,31.706447065540523,15137.746435270705
0.26723780594227176,169.34870583667066,98.3774189695676,169.37025576834935,65.9308512886566,52.76208164827095,2286.5799423535964,167.86703251357267,3.253936666840212,3.336203316663391,6.148870518486258,132.14616027723102,5044.62268208249,26.60477782380555,32.55554998776981,18193.572743968267
1.6447301089484831,114.57960328724056,94.39247733878828,164.85098824274954,64.25170573635599,53.44488970545124,1887.7081871671935,83.03376270381975,2.7560277998605534,3.6643896000436675,9.661130622749203,34.14804049122908,5691.923002998668,31.48643713671003,34.84849564624758,2367.750054557906
-0.248312989554054,147.82745620759695,109.86938394458173,190.37410018040768,69.18694133315104,56.44883502085093,3184.2961245774313,171.19101452409788,3.3916137617404583,3.2061600849567182,12.453990779831628,109.79851764787861,4440.097899413338,22.519716680084343,28.217448461451184,18639.670522464367
0.9375541780501626,112.09313492408313,95.80661867414231,176.1893522225312,65.09555380077373,54.32737125830026,2432.4244359247364,118.24215267475128,3.4261468608119072,2.88258494026481,13.384440400705119,152.22201935698348,6435.285799988709,24.06827835273918,30.06998605258046,15319.179968130176
-0.6882050034598518,106.13409772432429,103.75127524674761,179.6047268795346,66.56300165526474,53.92591705129883,2888.0838990545803,143.50973276817618,3.235858994987133,2.9759727882388383,12.876581336108865,106.80470294161124,4532.303716352124,26.390741412563656,32.700834551046974,15831.911467839862
1.6049706647877278,114.18721995235909,94.10238235618,162.83152290635587,65.6948789756354,51.52097028764866,2202.357296703831,108.02759229284781,3.219795805623582,3.286869665596924,14.139270013911792,74.39489591801586,5749.444724078394,35.95575655443968,38.812056707149324,9393.101122846918
-0.4634214097563297,72.27791372250906,104.61026793356211,179.80910739683193,66.44515731396348,57.297518424238234,2441.68256208139,91.41236990157805,3.3596539937950824,3.834533021505283,10.480675818762528,97.59990334456414,5671.279916841551,29.645620195171574,34.700801777266335,13816.383121974077
0.5556581315720868,131.29922536881588,99.22716786612527,167.88652423771143,64.73732539740017,53.23067021860004,2155.6275874386292,112.96273955362736,2.845906577723714,3.536790229142878,11.833487515646494,59.72472802700662,4920.0597469711,30.202796054117915,38.90462178610612,9060.475138488415
0.34224808289885456,89.56343429373337,104.37152213791917,178.5278547235147,65.18096077139904,57.19390490666258,2442.6109808616834,140.50346913017586,3.4271654904539863,3.4253504700466024,9.560731690497345,72.80187331743835,4858.457969304878,26.410907274746872,29.78129801155585,13340.151841368843
0.6426152748026723,136.53163906238922,103.7304956318794,194.24697562182442,69.25842918701332,54.1234351559169,3038.1166768198427,149.19523003770186,3.388003144541285,3.6393456609012134,9.790832818871126,132.30139674051304,5302.005842555387,20.137710314667235,25.042001635817602,15525.54603403144
-1.3195846887447562,42.313738640591026,96.77841868085629,176.11122620286648,64.83115017410556,56.45699429852565,2479.6644762592805,92.04301226155388,3.4231440249993503,2.903975882791621,8.389590557417,78.38193289397688,4909.637391312289,22.03904102624248,26.667618553386937,4541.3732964662195
-0.5043744612263462,80.34707166712485,107.97443845401567,191.3135906350958,68.31684410884388,58.46946677392528,3027.010291591561,116.47195881031547,3.633662393919455,3.044236165339209,9.842053203817098,117.50421807298994,4809.861101784289,20.427218843222672,25.604053578457417,13373.417254870505
2.0013199048058863,148.73447626907102,94.95265355756109,165.72052906103255,65.1543644449351,51.712458317950876,2298.0382486281496,141.56898110171332,3.374751375217656,2.8515522741391455,12.138821136538914,101.35449236053293,4774.056987930099,34.7367919135856,40.96448791659623,15648.21325824476
-0.1661986618261615,75.86625122775129,99.30579701761528,164.88817624107335,64.04184080920643,53.87324249425171,2215.311060617454,86.46412501092858,3.082933314335993,3.248987522079061,9.618464548222331,47.055381868110004,4832.627281659679,34.71401787879505,38.32337663201382,955.231839751119
1.3852828887635589,113.48896851340133,91.3843859820898,156.01023114432198,65.22209185916269,54.27172002338006,1930.666311627653,81.36938625720954,2.832570189511113,3.094013100049338,10.040667338890485,68.54171363468475,5753.870252356645,28.84035774115674,34.73641665701134,4961.329660387921
3.0,130.5462023301679,103.78384620347067,183.5950965226985,69.57938915164104,55.38367655602263,3245.3120370905153,169.57108604410269,3.5421221953213946,3.525193186560946,12.476676360334995,133.21663350807412,4678.962637978963,25.431299382964877,28.764301754329633,18832.545165784788
1.074454976272551,136.17897281465753,96.5938184008548,171.18545866048328,64.46278005735623,51.20967370988012,2373.487190801015,138.223811884089,3.524424995426512,3.5246041541228146,7.999657773017469,103.59939297632782,5196.144427361434,24.549240594440025,32.59692604876477,12222.463032593241
2.2607561875083064,167.58487324005853,94.68948508522195,160.51427647380427,64.5449626706266,51.1755850821887,2364.5709240814012,114.78328912370216,3.068727140541513,3.644583447442345,9.079347950517636,102.68599055671211,5724.729542589453,31.414625483236954,37.6983014554138,18495.85106964323
0.9039570618045127,84.04108597519914,100.14600965100786,166.25884195728742,65.1504682756901,55.43768564815111,2382.4647687812176,109.42467202408076,3.3744990796675536,3.5984135120938903,11.21018828783806,140.051460133482,6114.590285573904,27.856160191616667,32.05600583536525,14701.681953044854
1.2207155413441901,154.8592300611749,106.1297462015907,178.98379648728834,67.95024476051017,55.77027442161192,2813.0137552191873,112.23054715452979,3.1775902002826872,3.5157326236066693,16.90569188544596,73.18287201803182,4765.831239057994,26.93122454734991,29.17402694501623,16084.710665780203
1.6126116942408038,167.442003868482,97.04611380051843,169.89784168181492,65.31073719602266,54.44546810049162,2857.801676899143,134.8710654572613,2.917104782676275,3.0816128848250766,15.17242794019112,124.96763938794332,4934.726663079078,26.16879536941305,30.414493027293165,16397.921677618215
2.0638176148437157,132.36801742671213,103.84473313606941,185.05787406935954,69.98676040826768,52.928095149375814,3292.171181803476,174.82340952620683,3.656950222726184,3.293341302212372,18.319325267496144,144.72782736206204,4153.40678780943,21.104597976996104,26.57531335657462,21924.522593365124
1.919767868772995,156.90106219158787,105.43189131213288,191.6839172924643,68.00456038310821,58.80046718603588,3465.757365459557,160.89019566790108,3.7698931291388,3.1108527286581125,13.681035827705507,167.95342652901985,5362.971620771367,12.307220337124278,17.19063322765161,24697.546603052455
0.9515088497692155,114.37445056128358,95.62368290073603,167.1053726714015,65.06005758226131,53.742029737669725,2188.1079215516647,78.44746258542679,3.3290830119915835,3.233436930176745,8.592437282393677,98.86573352557544,5526.251755534959,25.25277116204331,30.918019957861965,4515.1704907352
1.8529521265782058,143.78245988806637,91.80371378529648,163.4872244471663,64.8393225476236,50.895710037370776,2230.091306296921,118.49182826528144,3.0783967044688643,3.26347614757321,12.902348874645398,108.94405701973484,5271.878735628162,29.347201656426826,34.70635350327046,9750.659841691126
0.45421935439369765,144.7323050178428,93.04131272927049,168.4043147683611,63.90249724022456,52.33984809427719,2233.611832185287,137.46452215018326,3.255064236329656,3.3071301026129927,7.699080429935684,121.9249982140636,5094.665471840579,28.318932012302035,35.87587421814794,11641.06911844974
-0.11416778488531332,220.4736159869616,103.16835919272187,188.51789854633316,70.42601570839169,51.264855255396675,3389.0028752339877,181.1282004586521,3.6472785736218643,3.172219598122483,6.925715330281653,210.59463431582026,5599.678385875435,7.262535030231469,14.21521372713205,23708.49391498327
-0.288852368346891,180.1962854492279,110.42716697464454,193.2671466948125,69.0419821853162,54.666334088764145,3688.050804718573,179.4728174241203,3.66595192406876,3.247534940916407,11.82841992168571,162.68674883133502,5318.918343689867,16.695577235225485,19.681188490381047,27915.712847869327
2.6141387201886026,135.9157961994216,91.8080171424648,168.6416967474871,63.56465351657839,51.55256110159888,1987.5280096848987,105.18784536485727,3.3573423123001236,2.9513824624813294,10.984436959955193,95.2205279347768,5003.539539484287,33.090202073840146,38.33373368054737,6350.115441591088
